time,B,PP,SC,R,CV,ephem,BG,flesha,Other,fila,MT,crusts,HAL
0,0,0.042222222222222223,0.14333333333333334,0.10555555555555556,0.24444444444444444,0.07777777777777778,0.1,0.04777777777777778,0.017777777777777778,0.04111111111111111,0.017777777777777778,0.012222222222222223,0.15
0.25205479452054796,0,0.054505005561735265,0.13236929922135707,0.042269187986651836,0.1457174638487208,0.035595105672969966,0.14349276974416017,0.026696329254727477,0.01668520578420467,0.14905450500556172,0.03337041156840934,0.01668520578420467,0.203559510567297
0.915068493150685,0,0.17318435754189945,0.10391061452513967,0.04357541899441341,0.2905027932960894,0.0335195530726257,0.03128491620111732,0.026815642458100558,0.0067039106145251395,0.08491620111731843,0.16871508379888267,0.0022346368715083797,0.034636871508379886
1.252054794520548,0,0.133630289532294,0.1870824053452116,0.07015590200445435,0.25389755011135856,0.01670378619153675,0.026726057906458798,0.0033407572383073497,0.012249443207126948,0.17037861915367483,0.11358574610244988,0.0033407572383073497,0.008908685968819599
1.915068493150685,0,0.1457174638487208,0.14794215795328142,0.10122358175750834,0.24916573971078976,0.027808676307007785,0.0033370411568409346,0.020022246941045607,0.002224694104560623,0.23804226918798665,0.060066740823136816,0.002224694104560623,0.002224694104560623
2.252054794520548,0,0.10690423162583519,0.21380846325167038,0.09020044543429843,0.22271714922049,0.005567928730512249,0.0011135857461024498,0.0033407572383073497,0.004454342984409799,0.24498886414253898,0.07461024498886415,0.031180400890868598,0.0011135857461024498
2.9178082191780823,0,0.08888888888888889,0.22666666666666666,0.17222222222222222,0.4177777777777778,0,0,0.012222222222222223,0.016666666666666666,0.05333333333333334,0.0077777777777777776,0.0044444444444444444,0
3.16986301369863,0,0.060267857142857144,0.24330357142857142,0.12276785714285714,0.37388392857142855,0.0078125,0,0.005580357142857143,0.027901785714285716,0.12611607142857142,0.004464285714285714,0.018973214285714284,0.008928571428571428
3.9178082191780823,0,0.07444444444444444,0.2111111111111111,0.10111111111111111,0.44555555555555554,0.0022222222222222222,0,0.01888888888888889,0.021111111111111112,0.10111111111111111,0.0022222222222222222,0.017777777777777778,0.0044444444444444444
4.917808219178082,0,0.07829977628635347,0.24720357941834453,0.1017897091722595,0.4373601789709172,0.0022371364653243847,0.0011185682326621924,0.013422818791946308,0.0145413870246085,0.08389261744966443,0.008948545861297539,0.010067114093959731,0.0011185682326621924
