B,PP,SC,R,CV,ephem,BG,flesha,Other,fila,MT,crusts,HAL
0,0.07173739354255873,0.03304340557381998,-0.07826457175014606,0.16301981338033086,-0.23164242736382917,-0.23965017704644626,-0.0763745278379931,0.001684798550274702,0.12170273244826209,0.18497065392795178,0.07066037029024316,-0.18466214947170145
-0.07173739354255873,0,0.3157409947967641,-0.02189433050853462,0.1873813668302386,0.24909984170313831,0.19581883284246665,0.7846176771586815,0.20698812525228105,0.025071192013027647,-0.41948560411346164,-0.21726112511703619,0.6456549638241414
-0.03304340557381998,-0.3157409947967641,0,0.41150988312593895,-0.3308734334784313,0.6391821274432581,0.640353391380115,0.25911120608913135,0.22697971369923944,-0.21166203096220143,-0.4315157421036287,-0.05511596146350865,0.5058691518342421
0.07826457175014606,0.02189433050853462,-0.41150988312593895,0,-0.6719286506918243,0.31745660082098104,0.1737495435317835,-0.4618609359494031,-0.24073966643583275,-0.5808804130192955,0.28147442482473756,-0.21030749892890557,0.22803666344377188
-0.16301981338033086,-0.1873813668302386,0.3308734334784313,0.6719286506918243,0,0.9990000000000002,0.8794379520982372,0.5784123402853423,0.09502022190984388,0.19777876015341186,-0.3129747882624037,0.6373662107073845,0.8733224445654276
0.23164242736382917,-0.24909984170313831,-0.6391821274432581,-0.31745660082098104,-0.9990000000000002,0,0.2534040012881443,-0.5987013623327446,-0.4259883448962022,-0.9105896916893425,-0.7386971527492205,-0.8065925894135447,-0.3382507824442892
0.23965017704644626,-0.19581883284246665,-0.640353391380115,-0.1737495435317835,-0.8794379520982372,-0.2534040012881443,0,-0.6028185788262463,-0.6809719240595862,-0.8794760779259084,-0.9416725217844024,-0.8009415255498623,-0.45342006906693616
0.0763745278379931,-0.7846176771586815,-0.25911120608913135,0.4618609359494031,-0.5784123402853423,0.5987013623327446,0.6028185788262463,0,0.2350950439146337,-0.6962539285267301,-0.7682635701131553,-0.2055467963254558,-0.028059230479761464
-0.001684798550274702,-0.20698812525228105,-0.22697971369923944,0.24073966643583275,-0.09502022190984388,0.4259883448962022,0.6809719240595862,-0.2350950439146337,0,-0.015133553287971668,-0.4681839530075066,0.24680002857433259,0.2961447129821635
-0.12170273244826209,-0.025071192013027647,0.21166203096220143,0.5808804130192955,-0.19777876015341186,0.9105896916893425,0.8794760779259084,0.6962539285267301,0.015133553287971668,0,-0.705190166123777,0.029738759174182436,0.4463203218401815
-0.18497065392795178,0.41948560411346164,0.4315157421036287,-0.28147442482473756,0.3129747882624037,0.7386971527492205,0.9416725217844024,0.7682635701131553,0.4681839530075066,0.705190166123777,0,-0.18220822584541757,0.7720458107780855
-0.07066037029024316,0.21726112511703619,0.05511596146350865,0.21030749892890557,-0.6373662107073845,0.8065925894135447,0.8009415255498623,0.2055467963254558,-0.24680002857433259,-0.029738759174182436,0.18220822584541757,0,0.6899902888503179
0.18466214947170145,-0.6456549638241414,-0.5058691518342421,-0.22803666344377188,-0.8733224445654276,0.3382507824442892,0.45342006906693616,0.028059230479761464,-0.2961447129821635,-0.4463203218401815,-0.7720458107780855,-0.6899902888503179,0
