time,B,PP,SC,R,CV,ephem,BG,flesha,Other,fila,MT,crusts,HAL
0,0.20339912280701755,0.052083333333333336,0.11951754385964912,0.26151315789473684,0.08442982456140351,0.08388157894736842,0.06140350877192982,0.001644736842105263,0.009868421052631578,0.0021929824561403508,0.0756578947368421,0.008771929824561403,0.0356359649122807
0.336986301369863,0.27960526315789475,0.04276315789473684,0.08607456140350878,0.05975877192982456,0.07675438596491228,0.07456140350877193,0.18092105263157895,0.00712719298245614,0.008771929824561403,0.008771929824561403,0.052083333333333336,0.01425438596491228,0.10855263157894737
1,0.3674101610904585,0.060099132589838906,0.06319702602230483,0.061957868649318466,0.12577447335811648,0.014250309789343246,0.04151177199504337,0.014250309789343246,0.006815365551425031,0.012391573729863693,0.15179677819083023,0.013630731102850062,0.06691449814126393
1.336986301369863,0.4236453201970443,0.04125615763546798,0.0437192118226601,0.05726600985221675,0.1545566502463054,0.04926108374384237,0.03879310344827586,0.011699507389162561,0.009236453201970444,0.008620689655172414,0.08374384236453201,0.01539408866995074,0.06280788177339902
2,0.5,0.04808806488991889,0.04808806488991889,0.05040556199304751,0.19988412514484358,0.010428736964078795,0.013904982618771726,0.007531865585168019,0.005793742757821553,0.011587485515643106,0.06199304750869061,0.01100811123986095,0.031286210892236384
2.252054794520548,0.5492468134414832,0.059675550405561995,0.04519119351100811,0.038238702201622246,0.13499420625724218,0.010428736964078795,0.011587485515643106,0.006373117033603708,0.01216685979142526,0.019119351100811123,0.04808806488991889,0.010428736964078795,0.054461181923522596
3.0027397260273974,0.6888760139049827,0.03070683661645423,0.030127462340672075,0.06315179606025492,0.11877172653534183,0.0011587485515643105,0.006373117033603708,0.0011587485515643105,0.006952491309385863,0.008111239860950173,0.027230590961761298,0.01100811123986095,0.006373117033603708
3.254794520547945,0.7346465816917729,0.027809965237543453,0.030127462340672075,0.04171494785631518,0.06952491309385864,0.0017381228273464658,0.0017381228273464658,0.002317497103128621,0.01100811123986095,0.028389339513325607,0.019119351100811123,0.008111239860950173,0.023754345307068367
4.002739726027397,0.7185871453387377,0.02374059061957151,0.02895193977996526,0.06195715112912565,0.07006369426751592,0.025477707006369428,0.0011580775911986102,0.006948465547191662,0.020845396641574986,0.013317892298784018,0.009264620729588882,0.009843659525188187,0.009843659525188187
4.33972602739726,0.7746806039488966,0.02032520325203252,0.041811846689895474,0.012775842044134728,0.047619047619047616,0.005226480836236934,0.04529616724738676,0.010452961672473868,0.010452961672473868,0.012775842044134728,0.005226480836236934,5.807200929152149e-4,0.012775842044134728
5.002739726027397,0.7366589327146171,0.05974477958236659,0.015661252900232018,0.010440835266821345,0.03306264501160093,0.05974477958236659,0.037703016241299306,0.0034802784222737818,0.0034802784222737818,0.021461716937354988,0.01334106728538283,5.80046403712297e-4,0.004640371229698376
5.33972602739726,0.744199535962877,0.07250580046403712,0.05162412993039443,0.009280742459396751,0.027842227378190254,0.020301624129930394,0.03596287703016241,0.002320185614849188,0.0034802784222737818,0.013921113689095127,0.011020881670533642,0.001160092807424594,0.0063805104408352666
6.002739726027397,0.5431884057971015,0.04,0.035942028985507246,0.14318840579710146,0.036521739130434785,0.13797101449275362,0.0034782608695652175,0.0052173913043478265,0.006956521739130435,0.03246376811594203,0.002318840579710145,0.011014492753623189,0.0017391304347826088
6.33972602739726,0.584106728538283,0.034222737819025524,0.12122969837587007,0.13979118329466358,0.03074245939675174,0.037122969837587005,5.80046403712297e-4,0.016241299303944315,0.0063805104408352666,0.00580046403712297,0.002320185614849188,0.009280742459396751,0.012180974477958236
7.005479452054795,0.5933874709976799,0.03654292343387471,0.09396751740139211,0.10614849187935035,0.07540603248259861,0.023781902552204175,0,0.02320185614849188,0.0063805104408352666,0.019721577726218097,0.00580046403712297,0.008700696055684454,0.0069605568445475635
7.257534246575342,0.5778571428571428,0.03357142857142857,0.11785714285714285,0.10928571428571429,0.06642857142857143,0.012857142857142857,0.0014285714285714286,0.04285714285714286,0.007142857142857143,0.007142857142857143,0.008571428571428572,0.004285714285714286,0.010714285714285714
8.005479452054795,0.6811594202898551,0.059130434782608696,0.05391304347826087,0.04,0.08057971014492754,0,0.022028985507246378,0.006956521739130435,0.01681159420289855,0.006376811594202898,0.02782608695652174,0.002898550724637681,0.002318840579710145
9.005479452054795,0.7339130434782609,0.036521739130434785,0.04115942028985507,0.0672463768115942,0.04579710144927536,0.00927536231884058,0.010434782608695653,0.002898550724637681,0.009855072463768115,0.006376811594202898,0.025507246376811593,0.002318840579710145,0.008695652173913044
10.172602739726027,0.6815286624203821,0.08222350897510133,0.04921829762594094,0.018529241459177764,0.04748118123914302,0.0017371163867979154,0.038795599305153444,0.010422698320787493,0.019687319050376375,0.004053271569195136,0.03474232773595831,0.0017371163867979154,0.009843659525188187
11.008219178082191,0.7605797101449275,0.05623188405797101,0.022028985507246378,0.01565217391304348,0.028405797101449276,0.0017391304347826088,0.017391304347826087,0.004057971014492754,0.008115942028985508,0.009855072463768115,0.07130434782608695,0.0017391304347826088,0.002898550724637681
12.008219178082191,0.7943221320973349,0.03997682502896872,0.030127462340672075,0.05619930475086906,0.01100811123986095,0.03476245654692932,0.0028968713789107765,0.0017381228273464658,0.0034762456546929316,0.01853997682502897,0.0017381228273464658,0.0011587485515643105,0.004055619930475087
13.008219178082191,0.7161066048667439,0.028968713789107765,0.03476245654692932,0.026651216685979143,0.006373117033603708,0.0921205098493627,0.05909617612977984,0.005214368482039398,0.002317497103128621,0.004634994206257242,0,5.793742757821553e-4,0.023174971031286212
14.093150684931507,0.5139697322467986,0.01571594877764843,0.06693830034924331,0.014551804423748545,0.018626309662398137,0.13736903376018628,0.03608847497089639,0.02677532013969732,0.004074505238649592,0.04190919674039581,0.0011641443538998836,5.820721769499418e-4,0.12223515715948778
15.01095890410959,0.5843478260869566,0.036521739130434785,0.04811594202898551,0.01681159420289855,0.03072463768115942,0.07420289855072464,0.025507246376811593,0.021449275362318842,0.010434782608695653,0.04463768115942029,0.03536231884057971,0.002898550724637681,0.06898550724637681
